Chromosome	Physical_Position_Build36(hg18)	Genetic_Map(cM)
chr10	75229083	95.75072371
chr10	75231922	95.75077623
chr10	75234012	95.75081192
chr10	75235941	95.75084975
chr10	75236835	95.75086561
chr10	75245969	95.75108882
chr10	75247849	95.75113274
chr10	75248235	95.75114513
chr10	75248954	95.75116656
chr10	75250020	95.75120447
chr10	75258884	95.75157221
chr10	75264308	95.75178489
chr10	75264492	95.75178885
chr10	75268105	95.75195977
chr10	75269133	95.75202993
chr10	75270657	95.75210038
chr10	75271694	95.75213817
chr10	75272506	95.75216061
chr10	75274978	95.75222794
chr10	75275356	95.75223652
chr10	75277174	95.75228452
chr10	75278951	95.75234375
chr10	75280879	95.75240851
chr10	75281096	95.75241563
chr10	75289208	95.75265062
chr10	75290763	95.75269751
chr10	75296379	95.75289858
chr10	75298230	95.75296157
chr10	75299402	95.75300466
chr10	75300089	95.75303707
chr10	75301554	95.75361389
chr10	75302766	95.75367887
chr10	75317497	95.76270507
chr10	75318255	95.76290357
chr10	75318293	95.76290808
chr10	75322453	95.76323264
chr10	75323211	95.76365209
chr10	75323806	95.7637236
chr10	75328187	95.76480646
chr10	75328355	95.76482111
chr10	75328587	95.76482111
chr10	75332448	95.76540016
chr10	75333742	95.76560166
chr10	75339019	95.76633945
chr10	75339196	95.76634375
chr10	75341295	95.76858793
chr10	75343107	95.7704641
chr10	75343754	95.77373256
chr10	75348721	95.7766188
chr10	75350242	95.77682501
chr10	75352657	95.77711811
chr10	75357855	95.77811785
chr10	75363312	95.78082915
chr10	75363701	95.78109891
chr10	75363938	95.78110445
chr10	75371861	95.92769107
chr10	75372137	95.92785405
chr10	75375983	95.9323418
chr10	75378912	95.93744845
chr10	75381839	95.94101966
chr10	75389993	95.94817317
chr10	75390395	95.94832676
chr10	75397104	95.95079434
chr10	75398606	95.95134229
chr10	75402450	95.95236063
chr10	75403305	95.95247175
chr10	75410075	95.95276488
chr10	75410277	95.95276988
chr10	75410871	95.95279877
chr10	75411463	95.9528248
chr10	75412676	95.9529037
chr10	75413532	95.95309256
chr10	75420770	95.95416408
chr10	75427708	95.9552718
chr10	75428696	95.95535343
chr10	75438186	95.95693588
chr10	75447607	95.96188822
chr10	75448693	95.96230742
chr10	75450844	95.96280561
chr10	75450942	95.96280679
chr10	75453346	95.9921431
chr10	75453391	95.99223493
chr10	75456401	95.99889092
chr10	75456868	95.99908926
chr10	75463181	95.99946656
chr10	75463378	95.99947566
chr10	75468154	95.99967026
chr10	75473424	95.99989149
chr10	75478319	96.00008904
chr10	75490858	96.001224
chr10	75493004	96.00142867
chr10	75501265	96.00225579
chr10	75505221	96.00271426
chr10	75505564	96.002742
chr10	75506125	96.0028008
chr10	75506139	96.00280174
chr10	75507211	96.00290823
chr10	75517810	96.00570359
chr10	75517917	96.00571398
chr10	75518523	96.00577242
chr10	75523802	96.01827111
chr10	75525848	96.01870021
chr10	75530104	96.01956136
chr10	75535071	96.02070762
chr10	75536935	96.02076055
chr10	75537199	96.02076622
chr10	75538120	96.02078409
chr10	75543270	96.0208522
chr10	75543898	96.02086032
chr10	75545222	96.02087763
chr10	75546015	96.02088811
chr10	75549756	96.02093461
chr10	75550260	96.02094031
chr10	75551353	96.02095516
chr10	75551682	96.02095806
chr10	75554163	96.02098416
chr10	75556962	96.02101303
chr10	75557044	96.02101352
chr10	75564410	96.02109039
chr10	75570468	96.02115647
chr10	75576002	96.02120802
chr10	75579640	96.02124155
chr10	75586867	96.02130919
chr10	75589696	96.02134747
chr10	75600163	96.02149079
chr10	75604515	96.02160588
chr10	75606099	96.02165229
chr10	75609082	96.02174432
chr10	75610912	96.021797
chr10	75611960	96.02182711
chr10	75612475	96.02185005
chr10	75622676	96.02216489
chr10	75623969	96.02220735
chr10	75628414	96.02236067
chr10	75629030	96.02237627
chr10	75630948	96.02240387
chr10	75639311	96.02249767
chr10	75642607	96.02253899
chr10	75656547	96.0227062
chr10	75661647	96.02276656
chr10	75666322	96.02286271
chr10	75669096	96.02292018
chr10	75673216	96.02320852
chr10	75677909	96.02357219
chr10	75685614	96.02401415
chr10	75688307	96.02441783
chr10	75693366	96.02547117
chr10	75700681	96.02654077
chr10	75701727	96.02662936
chr10	75702417	96.02667342
chr10	75703160	96.02676307
chr10	75703703	96.02684539
chr10	75711898	96.02797567
chr10	75712254	96.02800659
chr10	75733120	96.02910201
chr10	75733971	96.0291422
chr10	75734781	96.02916781
chr10	75742775	96.02941009
chr10	75749022	96.02962868
chr10	75750389	96.02966862
chr10	75759129	96.02991101
chr10	75759188	96.02991187
chr10	75762073	96.02996818
chr10	75762185	96.02996999
chr10	75769563	96.03008453
chr10	75769950	96.03008971
chr10	75771880	96.0301231
chr10	75771989	96.0301253
chr10	75791315	96.0305334
chr10	75798838	96.03068088
chr10	75801250	96.03072711
chr10	75806907	96.03081597
chr10	75812523	96.03090747
chr10	75815900	96.03096277
chr10	75816251	96.03100701
chr10	75819676	96.03148459
chr10	75820395	96.03160447
chr10	75835571	96.03379949
chr10	75835807	96.0338018
chr10	75835944	96.03380448
chr10	75846289	96.03405958
chr10	75853747	96.03463654
chr10	75857330	96.03481639
chr10	75861623	96.0351901
chr10	75865362	96.0352505
chr10	75867375	96.03527159
chr10	75868828	96.03530133
chr10	75873856	96.03540881
chr10	75873974	96.03541143
chr10	75878817	96.03551339
chr10	75879070	96.0355187
chr10	75880509	96.03554965
chr10	75880879	96.0355563
chr10	75884281	96.03563161
chr10	75891245	96.03579083
chr10	75892760	96.03583497
chr10	75895603	96.03591738
chr10	75907504	96.04096438
chr10	75912778	96.04124799
chr10	75917111	96.04152402
chr10	75920453	96.04162065
chr10	75920563	96.04162255
chr10	75931765	96.04194229
chr10	75933267	96.04198127
chr10	75943585	96.04219669
chr10	75952799	96.04237046
chr10	75953238	96.04238502
chr10	75955169	96.04245682
chr10	75957342	96.04252464
chr10	75965795	96.04337813
chr10	75985568	96.047362
chr10	75990464	96.04797611
chr10	75996455	96.04855851
chr10	76004551	96.0493078
chr10	76012510	96.05018634
chr10	76018346	96.05196057
chr10	76030028	96.06523324
chr10	76032144	96.06839271
chr10	76042043	96.07869402
chr10	76043910	96.07899751
chr10	76047017	96.0803816
chr10	76053077	96.08301027
chr10	76054608	96.08305602
chr10	76070268	96.08378746
chr10	76073137	96.0839082
chr10	76079075	96.08416246
chr10	76080231	96.0842074
chr10	76085035	96.08445086
chr10	76085515	96.08447556
chr10	76090886	96.08461718
chr10	76093745	96.08469478
chr10	76099876	96.08480711
chr10	76101814	96.08483964
chr10	76108090	96.08492059
chr10	76114093	96.08499939
chr10	76115212	96.08501451
chr10	76116311	96.08503139
chr10	76119819	96.08510559
chr10	76129675	96.08527773
chr10	76131194	96.0853005
chr10	76135809	96.08536162
chr10	76140605	96.08542558
chr10	76143033	96.08545559
chr10	76150456	96.08555816
chr10	76150915	96.08556782
chr10	76151317	96.0855744
chr10	76157527	96.08566935
chr10	76160342	96.08574097
chr10	76168156	96.08666328
chr10	76170847	96.08854706
chr10	76173551	96.08908274
chr10	76175577	96.08946265
chr10	76176939	96.09026945
chr10	76181114	96.09565612
chr10	76182642	96.0968965
chr10	76183874	96.09730001
chr10	76185585	96.09762706
chr10	76188220	96.09984285
chr10	76197579	96.1038817
chr10	76203313	96.11991175
chr10	76215953	96.17349145
chr10	76216844	96.17357478
chr10	76221508	96.17381484
chr10	76238263	96.1754466
chr10	76238780	96.17549474
chr10	76241486	96.17587353
chr10	76246805	96.1766381
chr10	76249677	96.1770336
chr10	76250487	96.1771244
chr10	76251152	96.17720472
chr10	76252033	96.17724995
chr10	76261164	96.17771179
chr10	76271811	96.17803922
chr10	76277634	96.17816083
chr10	76280515	96.1782189
chr10	76281855	96.1782485
chr10	76282149	96.17826854
chr10	76287485	96.17856731
chr10	76287841	96.17858613
chr10	76287863	96.17858762
chr10	76303670	96.17938903
chr10	76306032	96.17950625
chr10	76307522	96.17962279
chr10	76311368	96.1799851
chr10	76313833	96.18021676
chr10	76320948	96.18088433
chr10	76328156	96.18169477
chr10	76328554	96.1817345
chr10	76334259	96.18218843
chr10	76334842	96.1822298
chr10	76335114	96.18224042
chr10	76335609	96.1822617
chr10	76336805	96.18229292
chr10	76338723	96.18234212
chr10	76340855	96.18239956
chr10	76347405	96.18251808
chr10	76349498	96.1825582
chr10	76353791	96.18264081
chr10	76353867	96.18264213
chr10	76356519	96.18268968
chr10	76358088	96.18271727
chr10	76358334	96.18272105
chr10	76360603	96.18276239
chr10	76362191	96.18280926
chr10	76362460	96.18281744
chr10	76363007	96.18283555
chr10	76370850	96.18308329
chr10	76373993	96.18318015
chr10	76375887	96.18326017
chr10	76380082	96.18342277
chr10	76386287	96.18379772
chr10	76394869	96.1845022
chr10	76396102	96.18457077
chr10	76399638	96.18513577
chr10	76402039	96.18545459
chr10	76403176	96.18561042
chr10	76406706	96.18595531
chr10	76414351	96.18656907
chr10	76421441	96.18713185
chr10	76427276	96.18725589
chr10	76427413	96.18725647
chr10	76438438	96.18751339
chr10	76442338	96.18785419
chr10	76450159	96.18852172
chr10	76450308	96.18853304
chr10	76454544	96.18883591
chr10	76456053	96.18892102
chr10	76457134	96.18894163
chr10	76457485	96.18895453
chr10	76458866	96.1890092
chr10	76459083	96.18901497
chr10	76461040	96.1890953
chr10	76464794	96.18925145
chr10	76465217	96.18926934
chr10	76467086	96.1893492
chr10	76470222	96.18947825
chr10	76473573	96.18969633
chr10	76473886	96.18971574
chr10	76474594	96.18975006
chr10	76477794	96.18996325
chr10	76478755	96.19001784
chr10	76478766	96.19001959
chr10	76478827	96.19012988
chr10	76480611	96.194969
chr10	76482747	96.19971417
chr10	76483368	96.21134543
chr10	76484533	96.21229332
chr10	76487943	96.21497808
chr10	76488626	96.21507064
chr10	76490316	96.21570303
chr10	76492123	96.21583753
chr10	76493170	96.21590003
chr10	76499380	96.2238778
chr10	76501016	96.23682504
chr10	76504927	96.27385017
chr10	76504988	96.27386765
chr10	76505794	96.2782151
chr10	76509361	96.28893085
chr10	76511357	96.29027903
chr10	76512931	96.29124667
chr10	76513730	96.29132498
chr10	76515638	96.29149264
chr10	76517394	96.29195583
chr10	76519403	96.2924481
chr10	76524123	96.29319128
chr10	76524570	96.2932471
chr10	76525332	96.29328733
chr10	76525418	96.29328973
chr10	76525427	96.29329004
chr10	76525548	96.29330164
chr10	76527722	96.29356787
chr10	76531686	96.29401256
chr10	76533362	96.2940435
chr10	76537905	96.29413784
chr10	76538473	96.29416622
chr10	76542507	96.29438975
chr10	76543433	96.29442104
chr10	76543612	96.29442238
chr10	76548070	96.29462972
chr10	76554966	96.2949037
chr10	76555619	96.29492853
chr10	76561102	96.29514267
chr10	76567763	96.29544228
chr10	76568694	96.29550158
chr10	76570193	96.29555984
chr10	76579568	96.29625457
chr10	76583884	96.29665764
chr10	76584354	96.2966988
chr10	76585021	96.29674566
chr10	76586708	96.29686518
chr10	76589279	96.29705335
chr10	76591074	96.297204
chr10	76593126	96.29736606
chr10	76602015	96.29809331
chr10	76606697	96.29853243
chr10	76615452	96.29949762
chr10	76617792	96.29976022
chr10	76624993	96.30126353
chr10	76626639	96.30160903
chr10	76630316	96.30316426
chr10	76631338	96.30340497
chr10	76631696	96.30344032
chr10	76633633	96.30359312
chr10	76637487	96.3037865
chr10	76637787	96.30380234
chr10	76639693	96.30389833
chr10	76641084	96.30396822
chr10	76641850	96.30400674
chr10	76643626	96.30409711
chr10	76643968	96.30411507
chr10	76647123	96.30426703
chr10	76653156	96.30446072
chr10	76653264	96.30446156
chr10	76653811	96.30447986
chr10	76654917	96.30451657
chr10	76656747	96.30458468
chr10	76658948	96.30466507
chr10	76659301	96.30467776
chr10	76660191	96.30471408
chr10	76668098	96.30503788
chr10	76668237	96.30504148
chr10	76668558	96.30527028
chr10	76671339	96.30749468
chr10	76673485	96.30933663
chr10	76674433	96.30944274
chr10	76674650	96.30945039
chr10	76681069	96.31191249
chr10	76683707	96.31248581
chr10	76690888	96.31595098
chr10	76696356	96.31711625
chr10	76701795	96.31806628
chr10	76702202	96.31809314
chr10	76704069	96.31828502
chr10	76706600	96.3187228
chr10	76708535	96.31920532
chr10	76710624	96.31963898
chr10	76711175	96.31980365
chr10	76712239	96.32408974
chr10	76713813	96.3309585
chr10	76717387	96.34335991
chr10	76719279	96.34821036
chr10	76722372	96.354693
chr10	76722638	96.35658804
chr10	76725859	96.35709478
chr10	76727075	96.35721557
chr10	76734326	96.35793292
chr10	76736954	96.35826172
chr10	76737324	96.3583056
chr10	76738454	96.35844886
chr10	76742934	96.35907187
chr10	76743357	96.3591562
chr10	76751854	96.36031548
chr10	76755985	96.36120841
chr10	76762032	96.36284222
chr10	76764224	96.36345691
chr10	76769394	96.36420091
chr10	76775745	96.36928103
chr10	76779886	96.37564149
chr10	76782306	96.37669066
chr10	76783919	96.38002038
chr10	76787562	96.387168
chr10	76788413	96.39121924
chr10	76789045	96.39401052
chr10	76789071	96.39593399
chr10	76789817	96.41282287
chr10	76790462	96.41870077
chr10	76791088	96.46891801
chr10	76793657	96.48319069
chr10	76795860	96.49414612
chr10	76796180	96.49567335
chr10	76797239	96.50014824
chr10	76798006	96.50154067
chr10	76800224	96.50262593
chr10	76802184	96.50376055
chr10	76804508	96.50513941
chr10	76808162	96.50891111
chr10	76808630	96.50917807
chr10	76810870	96.6159997
chr10	76813186	96.6170348
chr10	76813473	96.61714594
chr10	76817255	96.61835372
chr10	76822526	96.61965064
chr10	76824084	96.61996625
chr10	76824242	96.61997489
chr10	76824458	96.62001509
chr10	76827634	96.62073066
chr10	76828927	96.62105362
chr10	76830688	96.62148652
chr10	76831665	96.62170392
chr10	76833021	96.62195195
chr10	76833294	96.6243686
chr10	76839350	96.62594152
chr10	76846860	96.6277423
chr10	76856600	96.62953637
chr10	76858083	96.62980129
chr10	76865477	96.63113131
chr10	76867176	96.63168173
chr10	76875690	96.63629981
chr10	76877984	96.6382195
chr10	76879151	96.63919359
chr10	76880197	96.64004127
chr10	76882173	96.64489995
chr10	76883308	96.64841014
chr10	76885182	96.64991917
chr10	76886733	96.65081719
chr10	76886961	96.65087181
chr10	76888315	96.65165061
chr10	76889950	96.65263112
chr10	76891750	96.65337277
chr10	76895759	96.65582499
chr10	76897436	96.66035883
chr10	76897769	96.66086909
chr10	76901481	96.6613402
chr10	76903819	96.66147446
chr10	76905466	96.66157852
chr10	76906484	96.66164549
chr10	76911654	96.66197841
chr10	76912067	96.66200702
chr10	76919635	96.66245049
chr10	76920494	96.66249941
chr10	76922563	96.66262506
chr10	76925361	96.66278962
chr10	76926587	96.66290083
chr10	76927382	96.66296645
chr10	76927797	96.66299105
chr10	76934306	96.66361589
chr10	76936473	96.66380767
chr10	76938749	96.66390597
chr10	76941280	96.66400449
chr10	76943082	96.66407451
chr10	76944486	96.66411686
chr10	76951870	96.66436884
chr10	76958051	96.66458663
chr10	76964242	96.66478211
chr10	76964285	96.66478334
chr10	76965963	96.66483544
chr10	76967455	96.66489266
chr10	76967585	96.66489456
chr10	76967625	96.66489518
chr10	76968615	96.66493265
chr10	76972350	96.66507879
chr10	76973518	96.66512299
chr10	76973703	96.66512947
chr10	76974803	96.66516281
chr10	76978306	96.66526512
chr10	76978914	96.66528475
chr10	76982106	96.6653781
chr10	76987592	96.66554176
chr10	76987831	96.66554861
chr10	76995263	96.66577007
chr10	76996930	96.6658191
chr10	76997894	96.66584746
chr10	76999278	96.66588751
chr10	77000848	96.66593383
chr10	77003704	96.66601344
chr10	77017179	96.66633342
chr10	77017680	96.66634369
chr10	77019054	96.6663752
chr10	77023440	96.66647436
chr10	77026600	96.66656505
chr10	77027109	96.66657918
chr10	77027353	96.66658669
chr10	77029191	96.6666227
chr10	77032648	96.66669164
chr10	77033846	96.66671586
chr10	77034213	96.66672232
chr10	77036422	96.66683692
chr10	77037568	96.6668978
chr10	77038523	96.66696553
chr10	77039990	96.66710983
chr10	77040325	96.6671427
chr10	77042705	96.66747983
chr10	77044643	96.66777989
chr10	77049518	96.66854121
chr10	77049559	96.66855763
chr10	77050453	96.70387469
chr10	77053575	96.71259999
chr10	77056220	96.71493786
chr10	77059234	96.71779628
chr10	77060520	96.71803155
chr10	77060744	96.71807317
chr10	77065832	96.71952343
chr10	77066521	96.71965735
chr10	77066909	96.7197294
chr10	77068432	96.72013111
chr10	77068544	96.72013926
chr10	77070989	96.75746882
chr10	77071681	96.76232182
chr10	77073074	96.76262101
chr10	77073467	96.76270228
chr10	77076960	96.7654524
chr10	77080367	96.76669032
chr10	77080788	96.76670474
chr10	77080907	96.76670759
chr10	77081630	96.76673193
chr10	77084891	96.76683835
chr10	77087299	96.7669167
chr10	77087973	96.76692842
chr10	77091734	96.76707052
chr10	77092708	96.76708979
chr10	77093256	96.76710033
chr10	77093629	96.76710786
chr10	77095131	96.76714597
chr10	77099120	96.76727259
chr10	77105144	96.76746971
chr10	77106674	96.76750906
chr10	77112164	96.76763677
chr10	77112878	96.76765313
chr10	77115493	96.76771256
chr10	77115786	96.76771843
chr10	77118441	96.76776932
chr10	77122432	96.76783827
chr10	77123948	96.76786482
chr10	77124024	96.76786559
chr10	77124745	96.76787699
chr10	77126181	96.76790449
chr10	77129081	96.76795781
